StartDate,EndDate,Type,StarDifAprox,EndDifAprox,xStart,yStart,xEnd,yEnd
6/18/2008 13:28,6/18/2008 13:32,bus,0.016666667,0,39.932421,116.461703,39.928409,116.472004
6/18/2008 13:32,6/18/2008 13:42,walk,0.016666667,0,39.928025,116.471828,39.922686,116.476196
6/18/2008 14:33,6/18/2008 14:39,walk,0.016666667,0,39.922771,116.476258,39.921791,116.471076
6/18/2008 14:47,6/18/2008 15:05,bus,0.033333333,0,39.921781,116.470788,39.903693,116.424758
6/18/2008 15:05,6/18/2008 15:11,walk,0.016666667,0,39.903843,116.424684,39.902703,116.419689
6/18/2008 15:30,6/18/2008 15:59,train,0.183333333,0,39.901029,116.423443,39.719175,116.324886
6/18/2008 16:00,6/18/2008 23:51,train,0.016666667,0,39.718741,116.32536,35.556345,116.836578
6/19/2008 0:04,6/19/2008 4:28,train,0.333333333,500,35.558166,116.836163,0,0
6/19/2008 10:04,6/19/2008 10:35,walk,0,0,31.337764,118.386486,31.348901,118.383966
6/19/2008 12:50,6/19/2008 15:59,train,0.366666667,0,31.349246,118.385218,32.638823,117.062208
6/19/2008 16:00,6/19/2008 23:02,train,0.016666667,0,32.638873,117.061806,36.457246,115.937276
6/19/2008 23:22,6/20/2008 1:12,train,0.35,0,36.459124,115.937634,37.74357,115.686104
6/20/2008 1:30,6/20/2008 1:37,walk,0.033333333,0,37.743154,115.684946,37.739228,115.683788
6/20/2008 4:06,6/20/2008 5:04,train,0.666666667,0.033333333,37.744096,115.685761,37.449826,116.281936
6/20/2008 7:56,6/20/2008 8:54,train,500,0.016666667,0,0,38.058483,116.580308
6/20/2008 10:53,6/20/2008 12:54,train,0.5,0.016666667,38.058249,116.580363,39.118719,117.242021
6/20/2008 12:56,6/20/2008 13:01,walk,0.033333333,0,39.119194,117.241288,39.121066,117.2384
6/20/2008 13:02,6/20/2008 13:11,taxi,0.033333333,0,39.121196,117.238393,39.136366,117.218021
6/28/2008 7:13,6/28/2008 7:33,taxi,0.016666667,0,39.132126,117.217628,39.086629,117.183354
6/28/2008 7:33,6/28/2008 7:36,walk,0.016666667,0,39.086636,117.183366,39.087186,117.185194
6/28/2008 12:31,6/28/2008 12:42,taxi,0.033333333,0,39.086431,117.183521,39.114293,117.187586
6/28/2008 16:08,6/28/2008 16:15,walk,0.016666667,0,39.113043,117.187571,39.1157,117.184649
6/28/2008 16:19,6/28/2008 16:27,taxi,0.016666667,0,39.117185,117.18528,39.136106,117.218443
8/1/2008 2:35,8/1/2008 2:45,walk,0.016666667,0,39.993479,116.325816,39.991663,116.331546
8/1/2008 2:51,8/1/2008 3:37,subway,0.1,1.666666667,39.991409,116.331549,39.951833,116.427364
8/1/2008 3:59,8/1/2008 4:30,subway,6.15,5.016666667,39.968728,116.461129,40.04083,116.59799
8/1/2008 5:20,8/1/2008 7:03,airplane,500,0,0,0,34.444849,108.758221
8/1/2008 7:05,8/1/2008 7:12,walk,0.033333333,0,34.444804,108.758313,34.440998,108.756554
8/1/2008 7:17,8/1/2008 8:06,bus,0.033333333,0,34.440604,108.756226,34.275076,108.959161
8/1/2008 8:08,8/1/2008 8:13,walk,0.016666667,0,34.2753,108.958343,34.278615,108.959214
8/1/2008 8:16,8/1/2008 8:20,walk,0.016666667,0,34.278466,108.959256,34.278556,108.958049
8/1/2008 8:29,8/1/2008 10:03,train,0.466666667,0.116666667,34.27941,108.957548,34.555913,110.134551
8/1/2008 10:03,8/1/2008 10:09,walk,0.716666667,0,34.556043,110.134845,34.555626,110.135506
8/1/2008 11:10,8/1/2008 11:15,walk,0.016666667,0,34.556055,110.135658,34.554318,110.133516
8/1/2008 11:16,8/1/2008 15:05,train,0.033333333,0,34.554339,110.133076,34.687544,112.429341
8/1/2008 15:18,8/1/2008 15:59,train,0.333333333,0.016666667,34.687506,112.430463,34.78534,113.066053
9/15/2008 23:09,9/15/2008 23:39,train,500,500,0,0,0,0
9/15/2008 23:54,9/16/2008 0:02,bus,0,0,39.862114,116.374225,39.868799,116.377776
9/16/2008 0:02,9/16/2008 0:07,walk,0.033333333,0,39.868799,116.377776,39.869143,116.375368
9/16/2008 0:10,9/16/2008 0:28,bus,0.016666667,0,39.869048,116.37473,39.896801,116.394398
9/16/2008 0:28,9/16/2008 0:30,walk,0.016666667,0,39.896978,116.394349,39.898184,116.393668
9/16/2008 0:32,9/16/2008 0:32,walk,0.016666667,0,39.898251,116.393185,39.898538,116.392791
9/16/2008 0:55,9/16/2008 0:57,walk,0.916666667,0,39.940381,116.347871,39.941133,116.347371
9/16/2008 0:58,9/16/2008 1:07,subway,0.183333333,0.316666667,39.940691,116.346766,39.990716,116.331513
9/16/2008 1:09,9/16/2008 1:12,walk,0.016666667,0,39.99144,116.331246,39.991575,116.327756
9/16/2008 11:42,9/16/2008 11:46,walk,0.016666667,0,39.991196,116.327925,39.991654,116.331101
9/16/2008 11:49,9/16/2008 12:03,subway,0.216666667,0,39.991116,116.331421,39.941483,116.347143
9/16/2008 12:06,9/16/2008 12:08,walk,0.016666667,0,39.939501,116.347058,39.939539,116.348096
9/16/2008 12:29,9/16/2008 12:38,taxi,0.016666667,0,39.897968,116.366871,39.86249,116.372473
9/16/2008 13:14,9/16/2008 13:51,train,0.766666667,0.766666667,39.864948,116.376146,39.136575,117.203739
9/16/2008 13:56,9/16/2008 13:57,walk,0.016666667,0,39.135806,117.204183,39.136813,117.204553
9/16/2008 14:04,9/16/2008 14:06,walk,0.016666667,0,39.136531,117.205491,39.136189,117.207396
9/16/2008 14:56,9/16/2008 14:58,taxi,0.016666667,0,39.135928,117.207993,39.137413,117.219833
9/16/2008 22:12,9/16/2008 22:13,taxi,0.033333333,0,39.138039,117.213169,39.137896,117.206039
9/16/2008 22:13,9/16/2008 22:15,walk,0.016666667,0,39.137835,117.206046,39.137028,117.205011
9/16/2008 22:39,9/16/2008 23:15,train,1.266666667,0.15,39.140455,117.198354,39.863071,116.374458
9/16/2008 23:21,9/17/2008 0:04,taxi,0.016666667,0,39.863333,116.36899,39.991058,116.326898
9/17/2008 10:15,9/17/2008 10:33,bus,0.016666667,0,39.859326,116.445579,39.855773,116.393788
9/17/2008 10:36,9/17/2008 10:42,bus,0.016666667,0,39.855663,116.392283,39.861613,116.373488
9/17/2008 10:42,9/17/2008 10:44,walk,0.016666667,0,39.861654,116.373441,39.862448,116.373988
9/17/2008 11:04,9/17/2008 11:35,train,0.733333333,0.7,39.864991,116.376281,39.136193,117.202628
9/17/2008 11:43,9/17/2008 11:45,taxi,0.016666667,0,39.136563,117.206343,39.135813,117.215126
9/17/2008 22:56,9/17/2008 23:01,bus,0.016666667,0,39.137208,117.213794,39.138576,117.200268
9/17/2008 23:02,9/17/2008 23:07,walk,0.033333333,0,39.138528,117.200381,39.136813,117.204376
9/17/2008 23:24,9/17/2008 23:55,train,0.416666667,0.583333333,39.136581,117.201983,39.863773,116.373966
9/17/2008 23:59,9/18/2008 0:14,taxi,0.016666667,0,39.863403,116.369029,39.898098,116.368765
9/18/2008 0:35,9/18/2008 0:37,walk,0.016666667,0,39.940386,116.347924,39.941241,116.347208
9/18/2008 0:41,9/18/2008 0:50,subway,0.3,0.15,39.940695,116.347213,39.992026,116.331375
9/18/2008 0:53,9/18/2008 0:57,walk,0.016666667,0,39.99136,116.331333,39.991246,116.327628
9/18/2008 10:43,9/18/2008 10:53,subway,0.283333333,0.066666667,39.991191,116.331656,39.941018,116.346776
9/18/2008 10:56,9/18/2008 10:57,walk,0.016666667,0,39.939305,116.347511,39.939496,116.348043
9/18/2008 11:15,9/18/2008 11:17,walk,0.016666667,0,39.898566,116.377701,39.896593,116.378041
9/18/2008 11:19,9/18/2008 11:24,bus,0.016666667,0,39.89626,116.378283,39.886439,116.378388
9/18/2008 11:26,9/18/2008 11:31,bus,0.016666667,0,39.886156,116.378543,39.873545,116.381323
9/18/2008 11:44,9/18/2008 11:54,bus,0.016666667,0,39.873124,116.381443,39.861581,116.373338
9/18/2008 11:54,9/18/2008 11:59,walk,0.016666667,0,39.861611,116.37339,39.863503,116.373604
9/18/2008 23:44,9/19/2008 0:15,train,0.5,0.65,39.136746,117.202055,39.863406,116.373785
9/19/2008 0:24,9/19/2008 0:39,bus,0.016666667,0,39.862451,116.375355,39.866219,116.3584
9/19/2008 0:45,9/19/2008 1:20,taxi,0.016666667,0,39.865085,116.358456,39.991599,116.326336
9/19/2008 10:42,9/19/2008 10:45,walk,0.066666667,0,39.992118,116.328488,39.992711,116.331301
9/19/2008 10:46,9/19/2008 10:56,subway,0.316666667,0.133333333,39.993033,116.331213,39.941293,116.34676
9/19/2008 11:00,9/19/2008 11:01,walk,0.016666667,0,39.93938,116.347275,39.939545,116.348161
9/19/2008 11:20,9/19/2008 11:22,walk,0.033333333,0,39.898916,116.377666,39.899881,116.377769
9/19/2008 11:24,9/19/2008 11:38,bus,0.016666667,0,39.899828,116.377616,39.872923,116.381303
9/19/2008 11:50,9/19/2008 12:02,bus,0.016666667,0,39.873321,116.381434,39.861376,116.373676
9/19/2008 12:02,9/19/2008 12:03,walk,0.016666667,0,39.86166,116.373746,39.862319,116.37421
9/19/2008 12:24,9/19/2008 12:55,train,0.683333333,0.3,39.864286,116.37589,39.136064,117.203735
9/19/2008 13:06,9/19/2008 13:09,walk,0.016666667,0,39.136385,117.204835,39.138261,117.206571
9/21/2008 22:24,9/21/2008 22:55,train,0.716666667,0.75,39.136414,117.202241,39.865359,116.375329
9/21/2008 23:01,9/21/2008 23:36,taxi,0.016666667,0,39.863558,116.368974,39.898078,116.368806
9/21/2008 23:58,9/22/2008 0:07,subway,0.6,0.066666667,39.942666,116.346916,39.991683,116.33179
9/22/2008 11:14,9/22/2008 11:24,subway,0.433333333,0.766666667,39.990133,116.331455,39.942171,116.346306
9/22/2008 11:47,9/22/2008 11:58,taxi,0.016666667,0,39.897993,116.367436,39.862446,116.372781
9/22/2008 12:24,9/22/2008 12:54,train,0.5,0.316666667,39.863909,116.375355,39.13585,117.203841
9/22/2008 13:05,9/22/2008 13:07,walk,0.016666667,0,39.136303,117.205016,39.136338,117.20748
9/22/2008 13:48,9/22/2008 13:59,walk,0.016666667,0,39.136119,117.208011,39.136445,117.216296
9/22/2008 23:24,9/22/2008 23:54,train,1.6,0.55,39.142336,117.198266,39.863793,116.373926
9/23/2008 0:00,9/23/2008 0:35,taxi,0.033333333,0,39.863358,116.36899,39.898149,116.369346
9/23/2008 0:58,9/23/2008 1:07,subway,0.066666667,0.066666667,39.940363,116.347048,39.991608,116.331661
9/23/2008 1:09,9/23/2008 1:13,walk,0.016666667,0,39.991433,116.331196,39.991233,116.327669
9/23/2008 12:18,9/23/2008 12:27,subway,0.216666667,0.533333333,39.991401,116.331704,39.94187,116.346643
9/23/2008 12:44,9/23/2008 12:56,taxi,0.016666667,0,39.897909,116.366935,39.862813,116.371791
9/23/2008 13:14,9/23/2008 13:50,train,2.183333333,0.383333333,39.868766,116.398803,39.136534,117.203203
9/23/2008 14:12,9/23/2008 14:13,walk,0.016666667,0,39.134158,117.202184,39.13317,117.20311
9/23/2008 14:27,9/23/2008 14:31,bus,0.016666667,0,39.133151,117.206028,39.135983,117.21689
9/23/2008 23:14,9/23/2008 23:16,taxi,0.016666667,0,39.138006,117.213086,39.136741,117.204868
9/23/2008 23:24,9/23/2008 23:55,train,0.55,0.566666667,39.136845,117.202158,39.863811,116.374149
9/24/2008 0:00,9/24/2008 0:58,taxi,0.016666667,0,39.863558,116.369025,39.898118,116.369243
9/24/2008 1:22,9/24/2008 1:32,subway,0.716666667,0.083333333,39.941826,116.346731,39.991608,116.331673
9/24/2008 1:33,9/24/2008 1:37,walk,0.016666667,0,39.991789,116.331191,39.991743,116.327526
9/24/2008 11:34,9/24/2008 11:39,taxi,0.016666667,0,39.987083,116.326868,39.975125,116.329156
9/24/2008 11:41,9/24/2008 11:43,walk,0.016666667,0,39.975185,116.329395,39.975711,116.330866
9/24/2008 12:45,9/24/2008 12:52,subway,0.316666667,0,39.97419,116.333843,39.940946,116.346369
9/24/2008 12:55,9/24/2008 12:56,walk,0.016666667,0,39.939408,116.347313,39.939568,116.348293
9/24/2008 13:13,9/24/2008 13:27,taxi,0.016666667,0,39.898101,116.36698,39.862721,116.372448
9/24/2008 13:39,9/24/2008 14:09,train,0.45,0.316666667,39.863808,116.375131,39.136166,117.203926
9/24/2008 14:18,9/24/2008 14:20,taxi,0.016666667,0,39.1369,117.20412,39.136371,117.218333
9/24/2008 23:13,9/24/2008 23:18,taxi,0.016666667,0,39.136441,117.218158,39.136671,117.204746
9/24/2008 23:24,9/24/2008 23:55,train,0.533333333,0.6,39.13672,117.201669,39.863703,116.373853
9/24/2008 23:59,9/25/2008 0:25,taxi,0.016666667,0,39.863124,116.368973,39.897896,116.368483
9/25/2008 0:49,9/25/2008 0:58,subway,0.533333333,0.116666667,39.942745,116.34658,39.991358,116.331668
9/25/2008 1:00,9/25/2008 1:03,walk,0.016666667,0,39.991426,116.331293,39.991148,116.328341
9/25/2008 10:42,9/25/2008 11:00,taxi,0.016666667,0,39.898123,116.366974,39.861766,116.372388
9/25/2008 11:14,9/25/2008 11:44,train,0.8,0.133333333,39.865256,116.376978,39.13639,117.203541
9/25/2008 11:54,9/25/2008 11:57,taxi,0.016666667,0,39.136681,117.204979,39.136461,117.217781
9/25/2008 23:09,9/25/2008 23:39,train,1.6,0.566666667,39.142588,117.198328,39.863651,116.374336
9/25/2008 23:57,9/26/2008 0:28,taxi,0.016666667,0,39.863269,116.369018,39.898031,116.368958
9/26/2008 0:53,9/26/2008 1:01,subway,0.733333333,0.033333333,39.941895,116.346596,39.991686,116.331878
9/26/2008 1:03,9/26/2008 1:07,walk,0.016666667,0,39.991479,116.331198,39.991226,116.327759
9/26/2008 10:53,9/26/2008 11:02,subway,0.35,0.433333333,39.991413,116.331265,39.941736,116.346556
9/26/2008 11:04,9/26/2008 11:05,walk,0.016666667,0,39.939605,116.347069,39.939444,116.348283
9/26/2008 11:27,9/26/2008 11:42,taxi,0.016666667,0,39.897916,116.366873,39.862805,116.371946
9/26/2008 12:05,9/26/2008 12:35,train,0.65,0.466666667,39.864435,116.37613,39.13639,117.203726
9/26/2008 12:41,9/26/2008 12:49,train,1.45,0.016666667,39.136278,117.200416,39.164861,117.203789
9/26/2008 12:50,9/26/2008 12:55,walk,0.016666667,0,39.16497,117.20378,39.164846,117.202808
9/26/2008 12:55,9/26/2008 13:05,taxi,0.016666667,0,39.164781,117.202679,39.136373,117.217509
9/26/2008 13:09,9/26/2008 13:13,walk,0.016666667,0,39.136441,117.216779,39.136326,117.217028
9/26/2008 23:24,9/27/2008 0:25,train,1.3,0.666666667,39.140416,117.198093,39.864043,116.374576
9/27/2008 0:30,9/27/2008 0:58,taxi,0.016666667,0,39.863286,116.369023,39.921023,116.350964
9/27/2008 1:13,9/27/2008 1:22,subway,0.466666667,0.016666667,39.942293,116.346381,39.991809,116.33189
9/27/2008 1:23,9/27/2008 1:26,walk,0.016666667,0,39.991839,116.331155,39.991613,116.327405
9/27/2008 11:42,9/27/2008 12:29,car,0.016666667,0,39.995223,116.327865,39.862751,116.371958
9/27/2008 12:44,9/27/2008 13:14,train,0.75,0.2,39.864991,116.376483,39.136273,117.203711
9/27/2008 13:20,9/27/2008 13:23,walk,0.016666667,0,39.133783,117.203528,39.133141,117.203723
9/27/2008 13:30,9/27/2008 13:35,bus,0.016666667,0,39.133199,117.205394,39.135816,117.216816
9/27/2008 23:22,9/27/2008 23:24,taxi,0.016666667,0,39.137948,117.212736,39.136801,117.204986
9/27/2008 23:44,9/28/2008 0:14,train,1.066666667,0.416666667,39.139081,117.198858,39.863341,116.373911
9/28/2008 0:19,9/28/2008 0:40,taxi,0.016666667,0,39.863223,116.369013,39.894558,116.368478
9/28/2008 1:04,9/28/2008 1:13,subway,1.7,0.183333333,39.945826,116.346023,39.991611,116.331711
9/28/2008 1:16,9/28/2008 1:19,walk,0.016666667,0,39.991731,116.330984,39.991701,116.32779
9/28/2008 12:06,9/28/2008 12:15,subway,0.283333333,0.25,39.991215,116.331611,39.941206,116.346699
9/28/2008 12:18,9/28/2008 12:20,walk,0.016666667,0,39.939299,116.347534,39.939704,116.348248
9/28/2008 12:47,9/28/2008 12:49,walk,5.516666667,0,39.905823,116.3173,39.89649,116.3158
9/28/2008 13:29,9/28/2008 15:59,train,1.566666667,0,39.894151,116.312439,37.936853,114.499919
9/28/2008 16:00,9/29/2008 7:16,train,0.016666667,0.016666667,37.936084,114.500086,36.034135,103.848601
9/29/2008 7:16,9/29/2008 7:36,walk,0.016666667,0,36.034133,103.848551,36.033703,103.850169
9/29/2008 8:22,9/29/2008 11:22,train,0.283333333,0.05,36.034233,103.848603,36.619901,101.812586
9/29/2008 11:23,9/29/2008 11:28,walk,0.016666667,0,36.619604,101.812426,36.619955,101.811383
9/29/2008 12:26,9/29/2008 12:28,walk,0.016666667,0,36.620101,101.812663,36.618863,101.813713
9/29/2008 12:52,9/29/2008 15:59,train,0.316666667,0,36.618926,101.813824,37.240244,100.300016
9/29/2008 16:00,9/29/2008 20:58,train,0.016666667,0.016666667,37.240521,100.299413,37.313931,97.384878
9/29/2008 20:59,9/29/2008 21:01,walk,0.016666667,0,37.31401,97.384444,37.314183,97.383446
9/29/2008 21:12,9/29/2008 21:39,bus,0.016666667,0,37.315138,97.382778,37.373384,97.368231
9/29/2008 21:40,9/29/2008 21:44,walk,0.016666667,0,37.373323,97.368571,37.374216,97.370778
9/29/2008 23:56,9/30/2008 0:15,walk,0.016666667,0,37.373311,97.365621,37.374671,97.372031
9/30/2008 2:23,9/30/2008 2:36,walk,0.016666667,0,37.375018,97.371656,37.368848,97.370586
9/30/2008 2:39,9/30/2008 2:42,walk,0.016666667,0,37.368453,97.370803,37.368113,97.373774
9/30/2008 2:43,9/30/2008 2:50,taxi,0.016666667,0,37.368145,97.373866,37.315125,97.382856
9/30/2008 3:05,9/30/2008 3:12,walk,0.016666667,0,37.315201,97.383139,37.315036,97.382901
9/30/2008 3:52,9/30/2008 3:56,walk,0.016666667,0,37.314488,97.383216,37.314543,97.382351
9/30/2008 4:01,9/30/2008 5:19,train,0.716666667,0.416666667,37.314531,97.382811,36.953834,98.4644
9/30/2008 5:21,9/30/2008 5:22,walk,0.016666667,0,36.953834,98.465878,36.953829,98.466553
9/30/2008 5:24,9/30/2008 5:46,walk,0.016666667,0,36.953808,98.466951,36.954061,98.467219
9/30/2008 7:12,9/30/2008 7:29,walk,0.016666667,0,36.943846,98.465383,36.953814,98.465278
9/30/2008 7:52,9/30/2008 7:58,walk,0.016666667,0,36.953878,98.4655,36.953858,98.467089
9/30/2008 8:19,9/30/2008 8:20,walk,0.016666667,0,36.953833,98.46679,36.953856,98.465506
9/30/2008 8:25,9/30/2008 14:19,train,0.9,0,36.953894,98.465451,36.381903,94.907609
9/30/2008 14:25,9/30/2008 14:28,walk,0.016666667,0.15,36.382643,94.906878,36.383061,94.90609
9/30/2008 14:44,9/30/2008 14:49,walk,0.733333333,0,36.383301,94.906261,36.385951,94.906884
9/30/2008 15:30,9/30/2008 15:41,walk,0.016666667,0,36.387073,94.907488,36.389618,94.90142
9/30/2008 15:48,9/30/2008 15:59,walk,0.016666667,0,36.388959,94.900488,36.385189,94.905024
9/30/2008 20:32,10/1/2008 5:41,train,0.016666667,0,36.382783,94.904855,31.445711,91.989391
10/1/2008 5:41,10/1/2008 5:55,walk,0.016666667,0,31.445485,91.98906,31.445464,91.989738
10/1/2008 5:58,10/1/2008 6:01,walk,0.016666667,0,31.445283,91.989506,31.444781,91.991173
10/1/2008 6:07,10/1/2008 6:20,taxi,0.016666667,0.1,31.444704,91.991331,31.47918,92.054078
10/1/2008 6:21,10/1/2008 6:44,walk,0.8,0,31.47901,92.053825,31.479511,92.043963
10/1/2008 6:44,10/1/2008 7:06,taxi,0.016666667,0,31.47947,92.043853,31.444863,91.991413
10/1/2008 7:07,10/1/2008 7:13,walk,0.016666667,0,31.444845,91.991395,31.445303,91.989526
10/1/2008 8:16,10/1/2008 11:46,train,0.266666667,7.766666667,31.446461,91.990123,29.627301,91.069288
10/1/2008 11:54,10/1/2008 12:26,walk,0.033333333,0,29.627346,91.06928,29.627653,91.068963
10/1/2008 12:39,10/1/2008 12:45,taxi,0.016666667,0.083333333,29.627665,91.068911,29.653171,91.104273
10/1/2008 12:46,10/1/2008 12:48,walk,1.366666667,0,29.653083,91.103975,29.65274,91.103326
10/1/2008 23:08,10/1/2008 23:13,taxi,0.016666667,0.133333333,29.648375,91.089753,29.626993,91.066906
